well_id,FieldIndex,x_micrometer,y_micrometer,z_micrometer,pixel_size_z,z_pixel,Time,pixel_size_x,pixel_size_y,x_pixel,y_pixel,bit_depth,x_micrometer_original,y_micrometer_original
F05,2,1980.3,-1961.1,0,1.0,247,2022-05-31 02:42:01.880000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,1980.3,-1961.1
F05,3,-1597.4,-1483.2,0,1.0,247,2022-05-31 02:44:19.151000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,-1597.4,-1483.2
F05,4,2419.4,-68.9,0,1.0,247,2022-05-31 02:46:36.592000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,2419.4,-68.9
F05,5,81.6,305.6,0,1.0,247,2022-05-31 02:48:53.703000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,81.6,305.6
F05,6,-2746.9,789.9,0,1.0,247,2022-05-31 02:52:11.929000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,-2746.9,789.9
F05,7,1437.8,912.6,0,1.0,247,2022-05-31 02:54:29.250000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,1437.8,912.6
F05,8,701.6,2055.7,0,1.0,247,2022-05-31 02:56:46.264000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,701.6,2055.7
F05,9,0.0,2430.2,0,1.0,247,2022-05-31 02:59:03.081000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,320.5,2430.2
F06,1,-15.2,-2335.7,0,1.0,247,2022-05-31 03:09:51.097000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,-15.2,-2335.7
F06,2,-1423.0,-1257.2,0,1.0,247,2022-05-31 03:12:09.834000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,-1423.0,-1257.2
F06,3,301.2,-391.8,0,1.0,247,2022-05-31 03:14:27.347000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,301.2,-391.8
F06,4,2083.6,357.2,0,1.0,247,2022-05-31 03:16:44.588000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,2083.6,357.2
F06,5,-1991.3,1371.1,0,1.0,247,2022-05-31 03:19:02.331000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,-1991.3,1371.1
F06,6,1030.9,1474.5,0,1.0,247,2022-05-31 03:21:19.877000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,1030.9,1474.5
F06,7,-4070.8,1700.5,0,1.0,247,2022-05-31 03:24:38.254000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,-4070.8,1700.5
F06,8,-3400.0,1706.9,0,1.0,247,2022-05-31 03:26:55.571000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,-4083.7,1706.9
F06,9,-816.0,1765.1,0,1.0,247,2022-05-31 03:29:12.907000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,-816.0,1765.1
F07,1,-1326.1,-1489.7,0,1.0,247,2022-05-31 03:39:59.118000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,-1326.1,-1489.7
F07,2,1896.3,-10.8,0,1.0,247,2022-05-31 03:42:18.036000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,1896.3,-10.8
F07,3,184.9,111.8,0,1.0,247,2022-05-31 03:44:35.768000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,184.9,111.8
F07,4,-1920.3,1461.5,0,1.0,247,2022-05-31 03:46:53.931000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,-1920.3,1461.5
F07,5,210.8,1752.2,0,1.0,247,2022-05-31 03:49:11.441000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,210.8,1752.2
F07,6,572.4,2817.7,0,1.0,247,2022-05-31 03:51:29.145000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,572.4,2817.7
G02,1,1773.6,-1909.4,0,1.0,247,2022-05-31 04:01:48.254000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,1773.6,-1909.4
G02,2,-1067.8,-1857.8,0,1.0,247,2022-05-31 04:04:06.275000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,-1067.8,-1857.8
G02,3,2729.4,-256.2,0,1.0,247,2022-05-31 04:06:22.909000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,2729.4,-256.2
G02,4,727.4,-243.3,0,1.0,247,2022-05-31 04:08:39.501000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,727.4,-243.3
G02,5,-1339.1,21.4,0,1.0,247,2022-05-31 04:10:56.145000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,-1339.1,21.4
G02,6,-1248.7,1106.3,0,1.0,247,2022-05-31 04:13:12.544000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,-1248.7,1106.3
G03,1,1495.9,-1799.7,0,1.0,247,2022-05-31 04:21:38.237000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,1495.9,-1799.7
G03,2,-2094.7,-378.9,0,1.0,247,2022-05-31 04:23:57.046000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,-2094.7,-378.9
G03,3,2232.1,150.6,0,1.0,247,2022-05-31 04:26:14.409000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,2232.1,150.6
G03,4,-1991.3,1054.7,0,1.0,247,2022-05-31 04:28:31.632000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,-1991.3,1054.7
G03,5,-738.5,1280.7,0,1.0,247,2022-05-31 04:30:48.584000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,-738.5,1280.7
G03,6,1269.9,1965.3,0,1.0,247,2022-05-31 04:34:06.878000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,1269.9,1965.3
G04,1,-1526.3,-1870.7,0,1.0,247,2022-05-31 04:42:26.936000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,-1526.3,-1870.7
G04,2,2270.9,-1386.3,0,1.0,247,2022-05-31 04:44:45.815000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,2270.9,-1386.3
G04,3,2290.2,-469.3,0,1.0,247,2022-05-31 04:47:02.891000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,2290.2,-469.3
G04,4,-2081.7,-249.7,0,1.0,247,2022-05-31 04:49:20.476000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,-2081.7,-249.7
G04,5,533.7,-191.6,0,1.0,247,2022-05-31 04:51:37.431000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,533.7,-191.6
G04,6,2251.5,1248.4,0,1.0,247,2022-05-31 04:53:54.624000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,2251.5,1248.4
G04,7,-506.0,1881.3,0,1.0,247,2022-05-31 04:56:11.708000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,-506.0,1881.3
G05,1,708.0,-2238.8,0,1.0,247,2022-05-31 05:07:21.387000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,708.0,-2238.8
G05,2,-2075.3,-1082.8,0,1.0,247,2022-05-31 05:09:39.884000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,-2075.3,-1082.8
G05,3,2135.3,-1063.4,0,1.0,247,2022-05-31 05:11:56.914000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,2135.3,-1063.4
G05,4,-208.9,-204.5,0,1.0,247,2022-05-31 05:14:14.194000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,-208.9,-204.5
G05,5,-221.8,576.8,0,1.0,247,2022-05-31 05:16:31.061000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,-221.8,576.8
G05,6,-1339.1,1190.3,0,1.0,247,2022-05-31 05:18:47.889000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,-1339.1,1190.3
G05,7,1689.6,1577.8,0,1.0,247,2022-05-31 05:21:04.871000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,1689.6,1577.8
G05,8,-92.7,2275.3,0,1.0,247,2022-05-31 05:23:21.641000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,-92.7,2275.3
G06,1,-1319.7,-1851.3,0,1.0,247,2022-05-31 05:33:23.846000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,-1319.7,-1851.3
G06,2,520.7,-301.4,0,1.0,247,2022-05-31 05:35:43.003000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,520.7,-301.4
G06,3,2044.8,-262.7,0,1.0,247,2022-05-31 05:39:01.929000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,2044.8,-262.7
G06,4,1328.0,1158.0,0,1.0,247,2022-05-31 05:41:19.947000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,1328.0,1158.0
G06,5,-1158.2,1358.2,0,1.0,247,2022-05-31 05:43:37.957000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,-1158.2,1358.2
G06,6,637.0,2436.7,0,1.0,247,2022-05-31 05:45:55.671000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,637.0,2436.7
G07,1,-176.6,-2251.7,0,1.0,247,2022-05-31 05:54:12.729000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,-176.6,-2251.7
G07,2,2128.8,-1179.7,0,1.0,247,2022-05-31 05:56:31.306000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,2128.8,-1179.7
G07,3,320.5,731.8,0,1.0,247,2022-05-31 05:58:48.534000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,320.5,731.8
G07,4,1160.1,1603.6,0,1.0,247,2022-05-31 06:01:05.628000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,1160.1,1603.6
G07,5,759.7,2456.1,0,1.0,247,2022-05-31 06:03:22.720000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,759.7,2456.1
