well_id,FieldIndex,x_micrometer,y_micrometer,z_micrometer,pixel_size_z,z_pixel,Time,pixel_size_x,pixel_size_y,x_pixel,y_pixel,bit_depth,x_micrometer_original,y_micrometer_original
F02,2,1980.3,-1379.9,0,1.0,247,2022-05-31 01:33:24.840000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,1980.3,-1379.9
F02,3,-1416.6,-604.9,0,1.0,247,2022-05-31 01:35:42.203000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,-1416.6,-604.9
F02,4,520.7,-449.9,0,1.0,247,2022-05-31 01:39:00.646000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,520.7,-449.9
F02,5,2412.9,14.9,0,1.0,247,2022-05-31 01:41:18.019000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,2412.9,14.9
F02,6,-887.0,751.2,0,1.0,247,2022-05-31 01:43:35.364000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,-887.0,751.2
F02,7,1399.0,1364.7,0,1.0,247,2022-05-31 01:45:52.460000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,1399.0,1364.7
F03,1,1864.0,-1890.1,0,1.0,247,2022-05-31 01:55:00.439000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,1864.0,-1890.1
F03,2,1150.0,-1832.0,0,1.0,247,2022-05-31 01:57:19.370000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,1450.7,-1832.0
F03,3,-1894.5,-127.0,0,1.0,247,2022-05-31 01:59:36.876000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,-1894.5,-127.0
F03,4,1876.9,318.5,0,1.0,247,2022-05-31 02:01:54.424000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,1876.9,318.5
F03,5,578.9,447.6,0,1.0,247,2022-05-31 02:04:11.762000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,578.9,447.6
F03,6,-712.6,1112.8,0,1.0,247,2022-05-31 02:06:29.308000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,-712.6,1112.8
F03,7,1625.1,1706.9,0,1.0,247,2022-05-31 02:08:46.955000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,1625.1,1706.9
F04,1,2238.6,-1334.7,0,1.0,247,2022-05-31 02:19:56.450000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,2238.6,-1334.7
F04,2,113.9,150.6,0,1.0,247,2022-05-31 02:22:14.749000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,113.9,150.6
F04,3,2458.2,331.4,0,1.0,247,2022-05-31 02:24:31.864000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,2458.2,331.4
F04,4,-1720.1,538.0,0,1.0,247,2022-05-31 02:26:49+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,-1720.1,538.0
F04,5,-279.9,1358.2,0,1.0,247,2022-05-31 02:29:05.921000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,-279.9,1358.2
F04,6,1269.9,1745.7,0,1.0,247,2022-05-31 02:31:22.489000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,1269.9,1745.7
F05,1,307.6,-2206.5,0,1.0,247,2022-05-31 02:39:43.247000+00:00,0.32210109018830524,0.32210109018830524,2000,2000,16,307.6,-2206.5
